CALL #(Item)	TITLE	BARCODE		
940.427 G	The Somme : heroism and horror in the First World War / Martin Gilbert.	31182017268987		
940.427 H	The price of glory : Verdun 1916 / Alistair Horne.	31182017598888		
940.439 D	1918 : war and peace / Gregor Dallas.	31182015092264		
940.44 H	"Aces falling : war above the trenches, 1918 / Peter Hart."	31182017913012		
940.449 D	"French aircraft of the First World War / James J. Davilla, Arthur M. Soltan."	31182014547557		
940.449 H	The unsubstantial air : American fliers in the First World War / Samuel Hynes.	31182033442368		
940.451 B	"Exploring the Lusitania : probing the mysteries of the sinking that changed history / Robert D. Ballard, with Spencer Dunmore."	31182013509400		
940.451 L	Dead wake : the last crossing of the Lusitania / Erik Larson.	31182033649830		
940.465 O	The unknowns : the untold story of America's unknown soldier and WWI's most decorated heroes who brought him home / Patrick K. O'Donnell.	31182034571983		
940.481 L	The long way home : an American journey from Ellis Island to the Great War / David Laskin.	31182019058527		
940.481 S	Harry's war : a British Tommy's experiences in the trenches in World War One / Harry Stinton   researched & edited by Virginia Mayo.	31182021037204		
940.486 B	Dark invasion : 1915: Germany's secret war and the hunt for the first terrorist cell in America / Howard Blum.	31182020907035		
940.486 D	"Secret warriors : the spies, scientists and code breakers of World War I / Taylor Downing."	31182033690164		
940.488 B	World War I posters / Gary A. Borkan.	31182020539424		
940.5 E	The Cruel sea retold : a new look at Nicholas Monsarrat's epic story of a World War 2 convoy / Bernard Edwards.	31182018808013		
940.5 K	"To hell and back : Europe, 1914-1949 / Ian Kershaw."	31182033738955		
940.53 B	"Design for victory : World War II posters on the American home front / William L. Bird, Jr. and Harry R. Rubenstein."	31182017658054		
940.53 B	A lucky child : a memoir of surviving Auschwitz as a young boy / Thomas Buergenthal   foreword by Elie Wiesel.	31182018517556		
940.53 B	Moral combat : good and evil in World War II / Michael Burleigh.	31182020653712		
940.53 C	Their finest hour / Winston S. Churchill.	31182017579607		
940.53 C	"Un-American : the incarceration of Japanese Americans during World War II / Richard Cahan and Michael Williams   images by Dorothea Lange, Ansel Adams, and other government photographers."	31182034021427		
940.53 C	Saving Mona Lisa : the battle to protect the Louvre and its treasures from the Nazis / Gerri Chanel.	31182034697143		
940.53 C  23.95	Henry Steele Commager's the story of the Second World War.	31182011085411		
940.53 E	All ships follow me : a family memoir of war across three continents / Mieke Eerkens.	31182034826577		
940.53 F	The second World War / Alan Farmer.	31182016358474		
940.53 G	"Haven : the dramatic story of 1,000 World War II refugees and how they came to America / Ruth Gruber."	31182017579375		
940.53 G	"For those I loved / Martin Gray, [with Max Gallo   translated from the French by Anthony White]."	31182017580571		
940.53 G	How the Jews defeated Hitler : exploding the myth of Jewish passivity in the face of Nazism / Benjamin Ginsberg.	31182033628941		
940.53 G	"The allies : Roosevelt, Churchill, Stalin, and the unlikely alliance that won World War II / Winston Groom."	31182034698968		
940.53 H	Hanns and Rudolf : the true story of the German Jew who tracked down and caught the Kommandant of Auschwitz / Thomas Harding.	31182020553854		
940.53 J	Sixty days in combat : an infanrtyman's memoir of World War II in Europe / Dean P. Joy	31182015996712		
940.53 K	The battle for history : re-fighting World War II / John Keegan.	31182013479836		
940.53 K	Who Will Write Our History? : Rediscovering a Hidden Archive from the Warsaw Ghetto	31182018543321		
940.53 K	"Clara's war : one girl's story of survival / Clara Kramer, with Stephen Glantz."	31182018672252		
940.53 K	Hitler's holy relics : a true story of Nazi plunder and the race to recover the crown jewels of the Holy Roman Empire / Sidney D. Kirkpatrick.	31182019887131		
940.53 L	"The forgotten Holocaust : the Poles under German occupation, 1939-1944 / Richard C. Lukas."	31182005283048		
940.53 L	"Impounded : Dorothea Lange and the censored images of Japanese American internment / Dorothea Lange   edited by Linda Gordon, Gary Y. Okihiro."	31182017448704		
940.53 L	The fear and the freedom : how the Second World War changed us / Keith Lowe.	31182034374750		
940.53 M	Franklin & Winston : an intimate portrait of an epic friendship / Jon Meacham.	31182015921645		
940.53 M	The great escape : nine Jews who fled Hitler and changed the world / Kati Marton.	31182017418020		
940.53 M	December 1941 : twelve days that began a world war / Evan Mawdsley.	31182019264513		
940.53 N	Cruel world : the children of Europe in the Nazi web / Lynn H. Nicholas.	31182016646886		
940.53 O	Kilroy was here : the best American humor from World War II / edited and with an introduction by Charles Osgood.	31182015104325		
940.53 O	"Gertruda's oath : a child, a promise, and a heroic escape during World War II / Ram Oren   consultation by Mike Stolowitzky   translation by Barbara Harshav."	31182018733120		
940.53 P	Ernie's war : the best of Ernie Pyle's World War II dispatches / [edited by] David Nichols.	31182005302384		
940.53 R	And the violins stopped playing : a story of the Gypsy holocaust / Alexander Ramati.	31182005513204		
940.53 R	"Warsaw 1944 : Hitler, Himmler, and the Warsaw uprising / Alexandra Richie."	31182020632492		
940.53 R	The train to Crystal City : FDR's secret prisoner exchange program and America's only family internment camp during World War II / Jan Jarboe Russell.	31182033600809		
940.53 S	The long road home : the aftermath of the Second World War / by Ben Shephard.	31182020237441		
940.53 S	Midnight in broad daylight : a Japanese American family caught between two worlds / Pamela Rotner Sakamoto.	31182033581140		
940.53 W	"The abandonment of the Jews : America and the Holocaust, 1941- 1945 / David S. Wyman."	31182004856141		
940.53 W	Visions of victory : the hopes of eight World War II leaders / Gerhard L. Weinberg.	31182016916321		
940.53 W	"The West Point history of World War II. Volume I / The United States Military Academy   editors, Clifford J. Rogers, Ty Seidule, and Steve R. Waddell."	31182033733428		
940.53 Y	Our mothers' war : American women at home and at the Front during World War II / Emily Yellin.	31182016040718		
940.531 A	An exclusive love  Johanna Adorján   translated by Anthea Bell.	31182020212949		
940.531 A	"The man who broke into Auschwitz : a true story of World War II / Denis Avey, with Rob Broomby."	31182020748074		
940.531 A	The zookeeper's wife : a war story / Diane Ackerman.	31182034255157		
940.531 B	An underground life : the memoirs of a gay Jew in Nazi Berlin / Gad Beck   written with Frank Heibert   translated from the German by Allison Brown.	31182014546286		
940.531 B	"The origins of the Final Solution : the evolution of Nazi Jewish policy, September 1939-March 1942 / Christopher Browning   with contributions by Jürgen Matthäus."	31182015972325		
940.531 B	It happened in Italy : untold stories of how the people of Italy defied the horrors of the Holocaust / Elizabeth Bettina.	31182018673060		
940.531 C	The avengers / Rich Cohen.	31182014849276		
940.531 C	The taste of war : World War II and the battle for food / Lizzie Collingham.	31182019362796		
940.531 C	The girl from Human Street : ghosts of memory in a Jewish family / Roger Cohen.	31182033628859		
940.531 C	"Final solution : the fate of the Jews, 1933-1949 / David Cesarani."	31182034420181		
940.531 D	"The Bielski brothers : the true story of three men who defied the Nazis, saved 1200 Jews, and built a village in the forest / Peter Duffy."	31182015806291		
940.531 D	War without mercy : race and power in the Pacific war / John W. Dower.	31182017581777		
940.531 D	"The unwanted : America, Auschwitz, and a village caught in between / Michael Dobbs   United States Holocaust Memorial Museum."	31182034826619		
940.531 E	"The monuments men : Allied heros, Nazi thieves, and the greatest treasure hunt in history / Robert M. Edsel with Bret Witter."	31182018778513		
940.531 F	The Holocaust industry : reflections on the exploitation of Jewish suffering / Norman G. Finkelstein.	31182017745018		
940.531 F  26.95	The unknown internment : an oral history of the relocation of Italian Americans during World War II / Stephen Fox.	31182008946963		
940.531 G	The boys : the untold story of 732 young concentration camp survivors / Martin Gilbert.	31182013956189		
940.531 G	Kristallnacht : prelude to destruction / Martin Gilbert.	31182017231464		
940.531 G	A good place to hide : how one French village saved thousands of lives in World War II. / Peter Grose.	31182033679803		
940.531 H	Historical atlas of the Holocaust / United States Holocaust Memorial Museum.	31182013635544		
940.531 H	"The Holocaust and the book : destruction and preservation / Jonathan Rose, editor."	31182015066797		
940.531 H	Ghettostadt : Lódz and the making of a Nazi city / Gordon J. Horwitz.	31182018220227		
940.531 H	Why? : explaining the Holocaust / Peter Hayes.	31182034163047		
940.531 J	The lampshade : a Holocaust detective story from Buchenwald to New Orleans / Mark Jacobson.	31182020024096		
940.531 K	The flamboya tree : memories of a mother's wartime courage / Clara Olink Kelly.	31182015441909		
940.531 K	"The last days of the Jerusalem of Lithuania : chronicles from the Vilna ghetto and the camps, 1939-1944 / Herman Kruk   edited and introduced by Benjamin Harshav   translated by Barbara Harshav."	31182015449183		
940.531 K	Ten green bottles : the true story of one family's journey from war-torn Austria to the ghettos of Shanghai / Vivian Jeanette Kaplan.	31182016302332		
940.531 K	"Fateful choices : ten decisions that changed the world, 1940-1941 / Ian Kershaw."	31182017699546		
940.531 L	Denying the Holocaust : the growing assault on truth and memory / Deborah E. Lipstadt.	31182011788121		
940.531 L	"Rutka's notebook : a voice from the Holocaust / [editor, Daniella Zaidman-Mauer]."	31182018029586		
940.531 L	Hitler's furies : German women in the Nazi killing fields / Wendy Lower.	31182020581079		
940.531 M	"Ravensbrück : everyday life in a women's concentration camp, 1939-45 / Jack G. Morrison."	31182014814486		
940.531 M	In defense of internment : the case for  racial profiling  in World War II and the war on terror / Michelle Malkin.	31182016192154		
940.531 M	"Cry havoc : how the arms race drove the world to war, 1931-1941 / Joseph Maiolo."	31182020059340		
940.531 M	The Eichmann Trial Diary / Sergio I. Minerbi   translated by Robert L. Miller.	31182020778659		
940.531 M	999 : the extraordinary young women of the first official transport to Auschwitz / Heather Dune Macadam   foreword by Caroline Moorehead.	31182035055432		
940.531 N	The Holocaust in American life / Peter Novick.	31182014399215		
940.531 N	Nothing makes you free : writings by descendants of Jewish Holocaust survivors / edited by Melvin Jules Bukiet.	31182015323909		
940.531 N  19.95	The lost childhood : a memoir / Yehuda Nir.	31182007728701		
940.531 O	"Citizens of London : the Americans who stood with Britain in its darkest, finest hour / Lynne Olson."	31182019002723		
940.531 P	"Europa, Europa / Solomon Perel   translated from the German by Margot Bettauer Dembo."	31182013976823		
940.531 P	"The Catholic Church and the Holocaust, 1930-1965 / Michael Phayer."	31182014981442		
940.531 P	The Auschwitz volunteer : beyond bravery / by Witold Pilecki  translated by Jarek Garlinski.	31182033449116		
940.531 R	Infamy : the shocking story of the Japanese American internment in World War II / Richard Reeves.	31182033460311		
940.531 S	To see you again : a true story of love in a time of war / Betty Schimmel with Joyce Gabriel.	31182014493067		
940.531 S	"Denying history : who says the Holocaust never happened and why do they say it? / Michael Shermer, Alex Grobman   foreward by Arthur Hertzberg."	31182014767502		
940.531 S	"The pianist : the extraordinary true story of one man's survival in Warsaw, 1939-45 / Władysław Szpilman   with extracts from the diary of Wilm Hosenfeld   foreword by Andrzej Szpilman   epilogue by Wolf Biermann   translated by Anthea Bell."	31182015824450		
940.531 S	The comfort women : sexual violence and postcolonial memory in Korea and Japan / C. Sarah Soh.	31182018711647		
940.531 S	Black Earth : the Holocaust as history and warning / Timothy Snyder.	31182033550343		
940.531 T	Chasing gold : the incredible story of how the Nazis stole Europe's bullion / George M. Taber.	31182033442152		
940.531 T THOMAS	Test of courage : the Michel Thomas story / Christopher Robbins.	31182014917420		
940.531 W	Kl : a history of the Nazi concentration camps / Nikolaus Wachsmann.	31182033459438		
940.531 W	The devil's diary : Alfred Rosenberg and the stolen secrets of the Third Reich / Robert K. Wittman and David Kinney.	31182033813097		
940.531 Y  35.00	"The Holocaust : the fate of European Jewry, 1932-1945 / Leni Yahil   translated from the Hebrew by Ina Friedman and Haya Galai."	31182009166900		
940.532 L	"Five days in London, May 1940 / John Lukacs."	31182014539463		
940.532 P	Neither friend nor foe : the European neutrals in World War II / Jerrold M. Packard.	31182011185666		
940.534 A	Last witnesses : an oral history of the children of World War II / Svetlana Alexievich   translated by Richard Pevear and Larissa Volokhonsky.	31182034968213		
940.534 B	Five days that shocked the world : eyewitness accounts from Europe at the end of World War II / Nicholas Best.	31182019303444		
940.534 E	Saving Italy : the race to rescue a nation's treasures from the Nazis / Robert M. Edsel.	31182020521240		
940.534 K	The Lapp king's daughter : a family's journey through Finland's wars / by Stina Katchadourian.	31182019885937		
940.534 K	"The end : the defiance and destruction of Hitler's Germany, 1944-1945 / Ian Kershaw."	31182020829593		
940.534 K	"Avenue of spies : a true story of terror, espionage, and one American family's heroic resistance in Nazi-occupied France / Alex Kershaw."	31182033484568		
940.534 L	Hitler's savage canary : a history of the Danish resistance in World War II / David Lampe   foreword by Birger Riis-Jørgensen.	31182020673793		
940.534 M	Natural born heroes : how a daring band of misfits mastered the lost secrets of strength and endurance / Christopher McDougall.	31182033459453		
940.534 W	London 1945 : life in the debris of war / Maureen Waller.	31182016648817		
940.537 D	Over here! : New York city during World War II / Lorraine B. Diehl.	31182019886745		
940.537 K	A call to arms : mobilizing America for World War II / Maury Klein.	31182020583497		
940.537 W	"The war : an intimate history, 1941-1945 / by Geoffrey C. Ward   with an introduction by Ken Burns   picture research by David McMahon."	31182017834861		
940.54 A	How Hitler could have won World War II : the fatal errors that led to Nazi defeat / Bevin Alexander.	31182014937691		
940.54 B	The Second World War / Antony Beevor.	31182019680544		
940.54 B	Eisenhower's armies : the American-British alliance during World War II / Niall Barr.	31182033545780		
940.54 B	"Blood, oil and the Axis : the allied resistance against a fascist state in Iraq and the Levant, 1941 / John Broich."	31182034882711		
940.54 C	Between the Alps and a hard place : Switzerland in World War II and the rewriting of history / Angelo M. Codevilla.	31182014983257		
940.54 C	"The battle of the tanks, Kursk, 1943/ Lloyd Clark."	31182019176998		
940.54 C	The Second World War : a military history / Gordon Corrigan.	31182019211282		
940.54 C	Monty and Rommel : parallel lives / Peter Caddick-Adams.	31182019311876		
940.54 D	Day of the Panzer : A Story of American Heroism and Sacrifice in Southern France	31182018099183		
940.54 D	Hell hawks! : the untold story of the American fliers who savaged Hitler's Wehrmacht / by Robert F. Dorr and Thomas D. Jones.	31182019888444		
940.54 F	My father's secret war : a memoir / Lucinda Franks.	31182017614651		
940.54 G	The first and the last : Germany's fighter force in the Second World War / Adolf Galland   foreword by Douglas Bader.	31182016850454		
940.54 H	The D-Day experience : from the invasion to the liberation of Paris / Richard Holmes.	31182018979483		
940.54 H	"Inferno : the world at war, 1939-45 / Max Hastings."	31182019264356		
940.54 H	"Forgotten : the untold story of D-Day's Black heroes, at home and at war / Linda Hervieux."	31182033885632		
940.54 J	"Red Tail captured, Red Tail free : memoirs of a Tuskegee airman and POW / Alexander Jefferson, with Lewis H. Carlson."	31182016811027		
940.54 J	Phantom warrior : the heroic true story of Pvt. John Mckinney's one-man stand against the Japanese in World War II	31182018731801		
940.54 J	Leningrad : state of siege / Michael Jones.	31182020211743		
940.54 K	Kamikaze : a Japanese pilot's own spectacular story of the famous suicide squadrons / Yasuo Kuwahara and Gordon T. Allred.	31182017652693		
940.54 K	With wings like eagles : the untold story of the Battle of Britain / Michael Korda.	31182018979228		
940.54 K	Engineers of victory : the problem solvers who turned the tide in the Second World War / Paul Kennedy.	31182019688893		
940.54 M	Fighting in the Jim Crow Army : black men and women remember World War II / Maggi M. Morehouse.	31182014986805		
940.54 M	"A train in winter : an extraordinary story of women, friendship, and resistance in occupied France / Caroline Moorehead."	31182019210565		
940.54 M	"Spearhead : an American tank gunner, his enemy, and a collision of lives in World War II / Adam Makos."	31182035049153		
940.54 Q	US Coast Guard in World War II / Alejandro de Quesada   illustrated by Stephen Walsh   consultant editor Martin Windrow.	31182019102135		
940.54 R	"Invasion, 1940 : the truth about the Battle of Britain and what stopped Hitler / Derek Robinson."	31182016849837		
940.54 R	The storm of war : a new history of the Second World War / Andrew Roberts.	31182020675434		
940.54 S	"Switzerland under siege, 1939-1945 : a neutral nation's struggle for survival / edited by Leo Schelbert   forword by Faith Whittlesey."	31182014989239		
940.54 S	On the natural history of destruction / W.G. Sebald   translated by Anthea Bell.	31182015588279		
940.54 S	Once there was a war / John Steinbeck.	31182017579359		
940.54 S	"The Illustrated History of World War Two : An Authoritative and Detailed Account of the Military and Political Events of the Second World War, With over 350 Photographs and Maps includes Specia"	31182019318848		
940.54 S	"The price of valor : the life of Audie Murphy, America's most decorated hero of World War II / David A. Smith."	31182033680561		
940.54 S SEUSS	Dr. Seuss goes to war : the World War II editorial cartoons of Theodor Seuss Geisel / Richard H. Minear	31182014542657		
940.54 T	 The good war  : an oral history of World War Two / Studs Terkel.	31182010812278		
940.54 W	"The 761st  Black Panther  Tank Battalion in World War II : an illustrated history of the first African American armored unit to see combat / by Joe Wilson, Jr."	31182016366196		
940.54 W	Airborne in 1943 : the daring Allied air campaign over the North Sea / Kevin Wilson.	31182034704139		
940.541 B	We who are alive and remain : untold stories from the band of brothers / Marcus Brotherton.	31182018672492		
940.541 D	Clash of chariots : the great tank battles / by Tom Donnelly and Sean Naylor.	31182013781785		
940.541 F	Frontsoldaten : the German soldier in World War II / Stephen G. Fritz.	31182013231617		
940.541 F	Tank warfare in the Second World War : an oral history / George Forty.	31182014317837		
940.541 H	War animals : the unsung heroes of World War II / Robin Hutton.	31182034701531		
940.541 J	"Brothers, rivals, victors : Eisenhower, Patton, Bradley, and the partnership that drove the Allied conquest in Europe / Jonathan W. Jordan."	31182020665310		
940.541 K	"Hitler's Italian allies : Royal Armed Forces, Fascist regime, and the war of 1940-43 / MacGregor Knox."	31182014909864		
940.541 K	Farthest field : an Indian story of the Second World War / Raghu Karnad.	31182033483420		
940.541 L	800 days on the Eastern Front : a Russian soldier remembers World War II / Nikolai Litvin   translated and edited by Stuart Britton.	31182017837138		
940.542 A	"The decision to use the atomic bomb and the architecture of an American myth / Gar Alperovitz, with assistance of Sanho Tree ... [et al.]."	31182013078349		
940.542 A	"An army at dawn : the war in North Africa, 1942-1943 / Rick Atkinson."	31182015519449		
940.542 A	"The jungle war : mavericks, marauders, and madmen in the China-Burma-India theater of World War II / Gerald Astor."	31182016360645		
940.542 A	Shadows in the jungle : the Alamo Scouts behind Japanese lines in World War II / Larry Alexander.	31182018732908		
940.542 A	"The guns at last light : the war in Western Europe, 1944-1945 / Rick Atkinson."	31182020457577		
940.542 A	Last of the few : the battle of Britain in the words of the pilots who won it / Max Arthur.	31182020788567		
940.542 B	"Inside the Battle of the Bulge : a private comes of age / Roscoe C. Blunt, Jr."	31182012240056		
940.542 B	Return to Midway / Robert D. Ballard and Rick Archbold.	31182014541634		
940.542 B	In deadly combat : a German soldier's memoir of the Eastern Front / Gottlob Herbert Bidermann   translated and edited by Derek S. Zumbro   introduction by Dennis Showalter.	31182014726664		
940.542 B	"Forgotten armies : the fall of British Asia, 1941-1945 / Christopher Bayly and Tim Harper."	31182016579046		
940.542 B	D-day : the Battle for Normandy / Antony Beevor.	31182018825371		
940.542 B	Ardennes 1944 : Hitler's last gamble / Antony Beevor	31182033733774		
940.542 C	The road to victory : the untold story of World War II's Red Ball Express / David Colley.	31182014649866		
940.542 C	"Anzio : Italy and the battle for Rome, 1944 / Lloyd Clark."	31182017454389		
940.542 C	Elephant Company : the inspiring story of an unlikely hero and the animals who helped him save lives in World War II / Vicki Constantine Croke.	31182021030266		
940.542 D	D-Day then and now / [edited and designed by Winston G. Ramsey].	31182014727548		
940.542 D	D-Day then and now / [edited and designed by Winston G. Ramsey].	31182014727555		
940.542 D	Firestorm : Allied airpower and the destruction of Dresden / by Marshall De Bruhl.	31182017579391		
940.542 D	"The fall of Hitler's fortress city : the Battle of Königsberg, 1945 / Isabel Denny."	31182017697151		
940.542 F	"The fire : the bombing of Germany, 1940-1945 / Jörg Friedrich   translated by Allison Brown."	31182017565127		
940.542 F	The forgotten 500 : the untold story of the men who risked all for the greatest rescue mission of World War II / Gregory A. Freeman.	31182017870931		
940.542 G	"A writer at war : Vasily Grossman with the Red Army, 1941-1945 / [Vasily Grossman]   edited and translated by Antony Beevor & Luba Vinogradova."	31182017122796		
940.542 G	When titans clashed : how the Red Army stopped Hitler / David M. Glantz.	31182017835512		
940.542 G	Eyewitness Pacific theater : firsthand accounts of the war in the Pacific from Pearl Harbor to the atomic bombs / John T. Kuehn and D.M. Giangreco and   foreword by Eric M. Bergerud.	31182018332907		
940.542 H	The devil's anvil : the assault on Peleliu / James H. Hallas.	31182012244702		
940.542 H	"Fortress Malta : an island under siege, 1940-1943 / by James Holland."	31182015892309		
940.542 H	Hiroshima / John Hersey.	31182016417825		
940.542 H	"Ship of ghosts : the story of the USS Houston, FDR's legendary lost cruiser, and the epic saga of her survivors / James D. Hornfischer."	31182017456913		
940.542 H	"The airmen and the headhunters : a true story of lost soldiers, heroic tribesmen and the unlikeliest rescue of World War II / Judith M. Heimann."	31182017830307		
940.542 H	Neptune's inferno : the U.S. Navy at Guadalcanal / James D. Hornfischer.	31182020193792		
940.542 H	The last battle : when U.S. and German soldiers joined forces in the waning hours of World War II in Europe / Stephen Harding.	31182020453725		
940.542 H	Vanished : the sixty-year search for the missing men of World War II / Wil S. Hylton.	31182020602495		
940.542 H	"Battle of Britain : five months that changed history, May-October 1940 / James Holland."	31182020653597		
940.542 H	"Hiroshima, Nagasaki : the real story of the atomic bombings and their aftermath / Paul Ham."	31182021040067		
940.542 H	Operation Chastise : the RAF's most brilliant attack of World War II / Max Hastings.	31182035324440		
940.542 J	The last ridge : the epic story of the U.S. Army's 10th Mountain Division and the assault on Hitler's Europe / McKay Jenkins.	31182015661514		
940.542 K	The lost oasis : the desert war and the hunt for Zerzura   the true story behind The English patient / Saul Kelly.	31182015764854		
940.542 K	The Bedford boys : one American town's ultimate D-Day sacrifice / Alex Kershaw.	31182015774093		
940.542 L	"Inferno : the fiery destruction of Hamburg, 1943 / Keith Lowe."	31182017752519		
940.542 L	The perfect horse : the daring U.S. mission to rescue the priceless stallions kidnapped by the Nazis / Elizabeth Letts.	31182034139930		
940.542 L	"Every man a hero : a memoir of D-Day, the first wave at Omaha Beach, and a world at war / Ray Lambert and Jim DeFelice."	31182034872597		
940.542 M	Strange victory : Hitler's conquest of France / Ernest R. May.	31182014858731		
940.542 M	Peleliu 1944 : the forgotten corner of hell / Jim Moran & Gordon L. Rottman   illustrated by Howard Gerrard.	31182017445353		
940.542 M	"Thunder in the East : the Nazi-Soviet war, 1941-1945 / Evan Mawdsley."	31182017837674		
940.542 M	"The Pacific war companion : from Pearl Harbor to Hiroshima / editor, Daniel Marston."	31182018979129		
940.542 M	Double cross : the true story of the D-day spies / Ben Macintyre.	31182019490886		
940.542 M	Leningrad : siege and symphony / Brian Moynahan.	31182021106157		
940.542 N	Infantry soldier : holding the line at the Battle of the Bulge / George W. Neill.	31182014783327		
940.542 N	The first heroes : the extraordinary story of the Doolittle raid--America's first World War II victory / Craig Nelson.	31182015500118		
940.542 N	The battle of Savo Island / Richard F. Newcomb.	31182017580530		
940.542 N	"The battle for the Rhine : the Battle of the Bulge and the Ardennes campaign, 1944 / Robin Neillands."	31182017687434		
940.542 N	"The greatest battle : Stalin, Hitler, and the desperate struggle for Moscow that changed the course of World War II / Andrew Nagorski."	31182017835728		
940.542 N	Hitlerland : American eyewitnesses to the Nazis rise to power / Andrew Nagorski.	31182019340073		
940.542 N	The many not the few : the stolen history of the Battle of Britain / Richard North.	31182019774941		
940.542 P	Fatal crossroads : the untold story of the Malmédy massacre at the Battle of the Bulge / Danny S. Parker.	31182019264349		
940.542 P	Normandy crucible : the decisive battle that shaped World War II in Europe / John Prados.	31182020778527		
940.542 R	"Leningrad : the epic siege of World War II, 1941-1944 / Anna Reid."	31182020805312		
940.542 R	"When Paris went dark : the City of Light under German occupation, 1940-1944 / Ronald C. Rosbottom."	31182021037261		
940.542 R	A bridge too far / Cornelius Ryan.	31182033550434		
940.542 S	Given up for dead : America's heroic stand at Wake Island / Bill Sloan.	31182015884314		
940.542 S	"Brotherhood of heroes : the Marines at Peleliu, 1944 : the bloodiest battle of the Pacific War / Bill Sloan."	31182016916313		
940.542 S	"Endgame, 1945 : the missing final chapter of World War II / David Stafford."	31182017983650		
940.542 S	Dunkirk : fight to the last man / Hugh Sebag-Montefiore.	31182018197458		
940.542 S	Target Tokyo : Jimmy Doolittle and the raid that avenged Pearl Harbor / James M. Scott.	31182033454744		
940.542 T	"Dresden, Tuesday, February 13, 1945 / Frederick Taylor."	31182016015934		
940.542 T	Clash of the carriers : the true story of the Marianas turkey shoot of World War II / by Barrett Tillman   with a foreward by Stephen Coonts.	31182016860628		
940.542 T	"Pacific crucible : war at sea in the Pacific, 1941-1942 / Ian W. Toll."	31182019211308		
940.542 U	The siege of Budapest : one hundred days in World War II / Krisztián Ungváry   translated from the Hungarian by Ladislaus Löb   with a foreword by John Lukacs.	31182016688292		
940.542 V	"Voices of D-Day : the story of the Allied invasion, told by those who were there / edited by Ronald J. Drez."	31182012214150		
940.542 V	Indianapolis : the true story of the worst sea disaster in U.S. naval history and the fifty-year fight to exonerate an innocent man / Lynn Vincent and Sara Vladic.	31182034574375		
940.542 W	Parachute infantry : an American paratrooper's memoir of D Day and the fall of the Third Reich / David Kenyon Webster   introduction by Stephen E. Ambrose.	31182012199609		
940.542 W	America's forgotten army : the story of the U.S. Seventh/ by Charles Whiting.	31182014430457		
940.542 W	"Pearl Harbor : December 7, 1941 : America's darkest day / by Susan Wels   foreword by Senator Daniel K. Inouye   introduction by Sir John Keegan."	31182015071508		
940.542 W	The Burma road : the epic story of the China-Burma-India theater in World War II / Donovan Webster.	31182015678195		
940.542 W	Pacific Alamo : the battle for Wake Island / John Wukovits.	31182015885196		
940.542 W	"American Nightingale : the story of Frances Slanger, forgotten heroine of Normandy / Bob Welch."	31182016218348		
940.542 W	"11 days in December : Christmas at the Bulge, 1944 / Stanley Weintraub."	31182017454173		
940.542 W	One square mile of hell : the battle for Tarawa / John Wukovits.	31182017564716		
940.542 W	Normandy : the landings to the liberation of Paris / Olivier Wieviorka   translated by M.B. DeBevoise.	31182018098078		
940.542 W	The Nazi Titanic : the incredible untold story of a doomed ship in World War II / Robert P. Watson.	31182034139856		
940.542 Z	Moscow to Stalingrad : decision in the east / by Earl F. Ziemke and Magna E. Bauer.	31182018002799		
940.544 B	The hunt for Hitler's warship / Patrick Bishop.	31182019623080		
940.544 G	The Black Sheep : the definitive account of Marine Fighting Squadron 214 in World War II / Bruce D. Gamble.	31182014252463		
940.544 H	The Tuskegee airmen : Black heroes of World War II / by Jacqueline L. Harris.	31182013819635		
940.544 L	My queer war / James Lord.	31182019885515		
940.544 L	The dog who could fly : the incredible true story of a WWII airman and the four-legged hero who flew at his side / Damien Lewis.	31182021030803		
940.544 M	The women who flew for Hitler / A True Story of Soaring Ambition and Searing Rivalry Clare Mulley.	31182034370303		
940.544 S	Samurai! / by Saburo Sakai   with Martin Caidin and Fred Saito.	31182012648233		
940.544 S	Flight to Arras / by Antoine de Saint-Exupéry   translated from the French by Lewis Galantière   illustrated by Bernard Lamotte.	31182012648241		
940.544 S	ME 262 / J. Richard Smith and Eddie J. Creek   with contributions by Willy Radinger...[et al.]   technical drawings by Arthur L. Bentley.	31182014716426		
940.544 W	WASPs : women airforce service pilots in World War II / Vera S. Williams.	31182012244751		
940.544 Y	Aces high : the heroic saga of the two top-scoring American aces of World War II / Bill Yenne.	31182018493899		
940.545 A	The Pacific / Hugh Ambrose.	31182019886075		
940.545 B	Dauntless helldivers : a dive-bomber pilot's epic story of the carrier battles / Harold L. Buell.	31182008916024		
940.545 K	Crossing the line : a bluejacket's World War II odyssey / Alvin Kernan.	31182012659404		
940.545 K	"Convoy : merchant sailors at war, 1939-1945 / Philip Kaplan, Jack Currie."	31182014573439		
940.545 K	Shadow divers : the true adventure of two Americans who discovered Hitler's lost sub / by Robert Kurson.	31182016130576		
940.545 M	A dawn like thunder : the true story of Torpedo Squadron Eight / Robert Mrazek.	31182018359421		
940.545 P	Black flag : the surrender of Germany's U-boat forces / Lawrence Paterson.	31182018740018		
940.545 S	In harm's way : the sinking of the USS Indianapolis and the extraordinary story of its survivors / Doug Stanton.	31182015095572		
940.545 S	The USS Flier : death and survival on a World War II submarine / Michael Sturma.	31182017993147		
940.545 T	SBD Dauntless units of World War 2 / Barrett Tillman.	31182014595994		
940.545 V	Wolf : U-boat commanders in World War II / Jordan Vause.	31182014007537		
